gene_accession,SRR13068848,ERR9708185,ERR9707208,SRR13068828,SRR13068830,ERR2198711,ERR2198654,SRR13712911,SRR13068839,ERR4320038,ERR4291163,SRR13712882,SRR4033068,ERR4319984,ERR4320005,SRR13844417,ERR9709065,SRR13844416,ERR9707206,SRR13022323,ERR9709308,SRR13712883,SRR13844463,SRR13022462,SRR13068816,SRR4033064,SRR13068840,SRR13068853,ERR2198709,SRR8667756,SRR15123534,SRR4435953,ERR4290680,SRR13844460,ERR9709394,SRR8667748,SRR4435948,SRR4033074,SRR15123562,SRR13068842,SRR13022378,SRR13712890,ERR4291161,SRR15123518,SRR11615763,SRR13712886,ERR4291147,SRR4435941,SRR13022400,ERR4320013,ERR4291114,SRR13022390,SRR13712875,SRR4435943,ERR4320083,SRR15123542,ERR2198710,SRR13022461,SRR13068844,ERR4319985,ERR9707878,SRR15123519,SRR13022276,ERR2198648,SRR13022398,ERR4319982,SRR13022301,ERR9707203,ERR9709279,ERR4290681,ERR4290684,SRR13068846,SRR4033076,SRR13022424,SRR15123516,SRR11615759,ERR9707883,SRR13022435,SRR13022382,ERR4320014,SRR13022431,SRR13068843,ERR4290868,SRR13068819,ERR9709441,SRR13844415,ERR9709452,ERR2198672,ERR9709067,SRR11615777,ERR4319954,SRR13068827,SRR13068851,SRR4033069,ERR4320082,SRR13068850,ERR4320001,ERR4320036,ERR9709393,ERR4320010,SRR8667746,SRR4033077,ERR2198673,SRR13844412,SRR13022299,SRR15123535,ERR9708136,ERR9709455,ERR4319981,ERR4319958,SRR13712912,SRR13022430,ERR9709066,SRR13712913,SRR4435956,ERR4320009,SRR4033075,SRR13068815,ERR4319952,ERR4320003,ERR4319949,SRR13844462,SRR13844390,SRR13022463,SRR13022445,ERR4320037,SRR13068841,ERR4319966,ERR4320072,SRR8667761,SRR15123553,ERR9709358,SRR4033065,SRR13844394,ERR4291172,SRR4033063,ERR9708137,SRR8667751,SRR13844413,SRR11615757,SRR15123517,SRR11615787,ERR9709079,SRR4435947,ERR4320006,ERR4320039,ERR9709417,SRR13022425,SRR13068826,SRR13068845,ERR4320011,SRR11615786,SRR8667753,ERR4290682,SRR15123561,ERR2198712,ERR9708963,SRR4435944,ERR9708141,SRR13022289,ERR4320007,SRR13068852,ERR2198632,ERR2198655,ERR4320084,ERR4319983,ERR2198636,ERR4290869,ERR4290683,SRR13022325,SRR4033072,ERR9709276,SRR13022396,SRR13712878,SRR11615760,ERR9709373,ERR4320004,SRR4435951,ERR4291155,ERR2198674,SRR13712879,ERR4320002,ERR9708953,SRR13022370,SRR13844461,ERR9708135,SRR15123532,ERR9709312,ERR2198652,SRR8667747,SRR13844393,SRR8667758,SRR4435949,SRR13022376,SRR15123550,SRR13712920,SRR13712884,SRR4033071,ERR9709501,SRR13068813,SRR8667749,SRR15123533,ERR4291148,ERR4291146,ERR4291162,SRR13022304,ERR4320070,ERR4320008,SRR13022428,ERR4290679,SRR13068814,ERR4320085,SRR13844392,ERR4320012,ERR4319962,SRR4435958,ERR9708962,SRR4033070,SRR13022305,SRR8667760,SRR8667755,ERR2198653,ERR4320040,SRR15123552,ERR2198637,SRR15123551,SRR13022278,ERR9709063,SRR8667754,ERR4320015,ERR9709530,SRR13022375,ERR4320071,SRR8667750,SRR13022322,ERR9707183,SRR13844391,SRR13068829,SRR11615764,ERR9708961,SRR13844379,SRR4435950,ERR9707885,SRR13712914,SRR11615766,SRR13068849,ERR9709458,SRR13022274,ERR4319950,SRR8667757,ERR4290678,SRR13712904,ERR9709070,SRR13712880,ERR9707182,SRR8667752,ERR9708959,ERR4320073,SRR11615769,SRR4435954,ERR9708133,SRR13068847,SRR11615758
MEG_6798|Drugs|betalactams|Class_A_betalactamases|TEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_6234|Drugs|betalactams|Class_A_betalactamases|SHV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_5782|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_ABC_efflux_regulator|PHOB|RequiresSNPConfirmation,0,0,0,0,340.0,136.0,0,0,22.0,22.0,0,0,0,0,0,508.0,336.0,0,67.0,0,0,0,0,0,0,0,0,0,136.0,0,0,104.0,0,0,0,0,0,0,0,0,0,90.0,0,0,0,0,0,0,0,32.0,130.0,0,0,0,0,0,129.0,21.0,0,0,0,0,0,0,0,0,0,0,495.0,0,100.0,0,0,0,0,0,0,0,0,0,0,26.0,0,0,0,0,0,465.0,18.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,293.0,0,0,0,0,548.0,0,0,26.0,0,38.0,0,0,0,37.0,0,0,0,0,0,0,0,38.0,85.0,0,0,0,0,0,0,0,0,0,0,0,0,0,269.0,0,0,0,0,0,0,0,0,0,797.0,0,0,0,0,0,0,0,0,0,909.0,0,339.0,0,0,0,0,0,84.0,0,191.0,0,0,0,67.0,30.0,0,0,0,0,0,0,0,0,0,0,0,0,46.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,227.0,201.0,0,0,224.0,0,0,0,0,0,0,0,0,0,0,0,138.0,26.0,0,0,0,0,0,0
MEG_383|Drugs|betalactams|Class_C_betalactamases|ACC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_1097|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH6,0,59.0,0,0,0,0,0,0,0,0,0,16.0,504.0,0,0,0,0,0,0,0,0,144.0,0,0,0,0,0,0,166.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.0,0,452.0,0,0,0,0,0,0,0,0,14.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.0,0,35.0,0,0,27.0,0,0,0,0,0,21.0,0,0,233.0,66.0,74.0,0,0,0,0,0,0,29.0,0,0,0,0,0,100.0,0,0,0,0,0,0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130.0,0,0,0,0,0,0,0,191.0,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.0,30.0,0,0,0,0,0,0,0,0,0,176.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102.0,0,0,0,0,0,0,0
MEG_4000|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|MNTR,28.0,36.0,30.0,0,48.0,0,0,0,38.0,0,0,12.0,488.0,6.0,0,160.0,396.0,0,22.0,0,14.0,163.0,0,0,0,0,0,9.0,18.0,0,0,217.0,0,0,0,0,74.0,698.0,89.0,17.0,0,809.0,49.0,0,0,0,23.0,0,65.0,0,558.0,0,0,18.0,23.0,5.0,0,81.0,9.0,0,14.0,10.0,0,0,0,0,0,24.0,132.0,6.0,467.0,0,57.0,105.0,0,0,10.0,0,0,16.0,0,0,146.0,0,0,0,16.0,718.0,72.0,117.0,3.0,0,0,0,30.0,0,0,0,0,0,0,0,339.0,0,58.0,0,33.0,0,0,0,0,0,7.0,0,26.0,0,12.0,0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,161.0,37.0,99.0,0,0,156.0,0,0,139.0,0,64.0,69.0,0,27.0,0,0,82.0,6.0,0,60.0,0,0,667.0,39.0,0,377.0,0,0,0,0,0,716.0,0,48.0,0,43.0,0,232.0,0,0,207.0,15.0,0,12.0,0,0,159.0,317.0,240.0,0,0,8.0,0,10.0,25.0,0,46.0,239.0,13.0,141.0,0,32.0,0,0,0,134.0,0,0,100.0,0,0,31.0,121.0,0,7.0,0,0,7.0,0,0,15.0,0,0,0,0,336.0,0,16.0,0,0,665.0,11.0,0,0,0,0,0,0,13.0,41.0,0,0,0,0,6.0,0,0,0,282.0,209.0,29.0,134.0,168.0,49.0,0,271.0,0,0,0,0,4.0,44.0,0,0,45.0,93.0,0,9.0,57.0,14.0,0,156.0
MEG_1786|Drugs|betalactams|Class_C_betalactamases|CMY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_7050|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETB,0,148.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.0,0,0,0,0,0,0,0,0,0,0,0,0,0,277.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.0,0,0,0,0,0,0,65.0,0,0,0,0,0,0,0,0,25.0,0,0,0,0,0,0,0,0,0,0,0
MEG_84|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,0,24.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.0,0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.0,0,0,0,0,0,162.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.0,0,0,0,0,233.0,0,35.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.0,0,0,0,0,0,322.0,0,0,0,0,0,0,0,0,0,13.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.0,8.0,78.0,0,23.0,0,0,0,0,0,0,0,21.0,0,0,0,0,0,354.0,0,0
MEG_6145|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|RRSA|RequiresSNPConfirmation,662.0,445.0,791.0,624.0,668.0,680.0,901.0,751.0,583.0,209.0,1330.0,638.0,0,0,304.0,445.0,571.0,707.0,779.0,0,0,871.0,387.0,0,550.0,0,573.0,657.0,667.0,390.0,0,0,984.0,596.0,674.0,0,0,716.0,736.0,530.0,0,0,1048.0,0,576.0,661.0,818.0,0,0,393.0,689.0,0,772.0,0,0,651.0,636.0,0,739.0,221.0,260.0,0,0,721.0,0,0,0,743.0,425.0,748.0,571.0,854.0,0,0,0,351.0,525.0,0,0,254.0,0,699.0,0,528.0,650.0,808.0,744.0,0,510.0,385.0,328.0,637.0,451.0,0,195.0,648.0,261.0,264.0,689.0,361.0,0,0,817.0,779.0,0,492.0,380.0,800.0,229.0,242.0,643.0,0,586.0,719.0,0,323.0,0,731.0,380.0,252.0,276.0,644.0,591.0,0,0,207.0,774.0,0,203.0,301.0,934.0,0,0,543.0,896.0,782.0,276.0,307.0,758.0,778.0,0,0,564.0,112.0,0,292.0,770.0,0,638.0,627.0,112.0,583.0,0,749.0,217.0,744.0,0,0,399.0,0,0,521.0,1308.0,895.0,167.0,390.0,1071.0,505.0,555.0,0,0,461.0,0,700.0,595.0,648.0,285.0,0,639.0,1135.0,842.0,0,1018.0,0,420.0,775.0,0,353.0,807.0,0,358.0,0,0,0,0,760.0,0,0,0,716.0,0,0,942.0,1342.0,1125.0,0,212.0,335.0,0,0,598.0,322.0,529.0,0,0,460.0,456.0,0,311.0,0,0,1020.0,272.0,0,1248.0,0,0,421.0,0,0,1023.0,0,182.0,0,0,546.0,742.0,700.0,656.0,505.0,407.0,503.0,515.0,745.0,510.0,617.0,990.0,0,204.0,314.0,684.0,764.0,285.0,762.0,581.0,0,0,214.0,579.0,0,627.0,698.0,764.0
MEG_1014|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH2-DPRIME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_4341|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXB,0,0,0,0,215.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,342.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,779.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.0,0,0,0,0,0,0,0,0,0,484.0,0,0,0,0,0,0,0,0,0,400.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_4172|Metals|Nickel_resistance|Nickel_ABC_efflux_pumps|NIKD,0,0,0,0,0,0,0,0,44.0,0,0,0,463.0,0,0,145.0,315.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.0,0,0,0,0,0,486.0,147.0,0,0,538.0,0,0,0,0,0,0,43.0,0,471.0,0,0,0,0,0,0,52.0,0,0,0,0,0,0,0,0,0,0,0,0,365.0,0,0,86.0,0,0,0,0,0,0,0,0,95.0,0,0,0,0,615.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,276.0,0,43.0,0,0,0,0,0,0,0,0,0,40.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,534.0,0,0,272.0,0,0,0,0,0,560.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210.0,159.0,0,0,0,0,0,0,0,0,167.0,0,0,0,0,0,0,0,0,0,0,73.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,588.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211.0,204.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_7151|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO,43.0,0,0,108.0,46.0,125.0,180.0,151.0,62.0,0,235.0,0,0,0,0,0,0,116.0,50.0,0,0,68.0,0,0,0,197.0,0,61.0,0,0,0,0,85.0,0,63.0,0,0,289.0,80.0,54.0,0,0,445.0,0,208.0,0,388.0,0,0,0,169.0,0,164.0,0,0,0,148.0,0,0,0,48.0,0,0,169.0,0,0,0,0,0,180.0,205.0,41.0,0,0,0,0,149.0,0,0,0,0,74.0,837.0,0,79.0,88.0,110.0,0,126.0,29.0,0,97.0,0,0,0,64.0,0,0,0,0,0,0,136.0,83.0,0,0,0,0,0,0,118.0,0,0,162.0,0,0,0,53.0,0,0,0,0,54.0,0,0,0,60.0,0,0,43.0,141.0,0,0,0,276.0,70.0,0,0,136.0,0,0,0,0,0,0,0,84.0,0,0,0,0,73.0,0,0,0,298.0,0,0,30.0,0,0,0,619.0,247.0,0,0,190.0,76.0,0,0,0,0,0,59.0,138.0,99.0,0,0,0,358.0,26.0,0,284.0,0,0,233.0,0,0,0,0,0,0,0,0,0,63.0,0,0,0,0,0,0,331.0,0,242.0,0,0,0,0,94.0,56.0,0,80.0,0,0,0,0,113.0,0,0,0,188.0,0,0,206.0,0,0,115.0,0,0,0,0,0,0,0,130.0,179.0,94.0,0,0,0,114.0,177.0,0,0,72.0,241.0,0,0,0,162.0,50.0,32.0,69.0,148.0,0,0,0,39.0,0,0,0,0
MEG_854|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,0,0,0,0,0,0,0,0,0,0,0,35.0,0,0,0,88.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.0,0,0,0,0,0,0,0,0,39.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_3465|Drugs|betalactams|Class_A_betalactamases|KPC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_3468|Drugs|betalactams|Class_A_betalactamases|KPC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_6346|Drugs|betalactams|Class_A_betalactamases|SHV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_802|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,0,0,0,0,0,0,0,0,0,0,0,43.0,0,0,0,127.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
